                x           y           z
15710   71.441791   -7.404696  321.987210
15711   71.390672   -5.701614  324.857599
15712   71.349610   -4.650652  326.160839
15713   71.301208   -3.466787  325.025094
15714   71.283768   -2.902944  326.460555
15715   71.287414   -2.654810  325.082992
15716   71.334518   -3.213396  324.428164
15717   71.365356   -3.095237  321.783788
15718   71.331271   -1.046795  319.263247
15719   71.289324    2.304007  312.169495
15720   71.085333    5.703133  306.857945
15721   71.023712    7.538541  306.266012
15722   71.042118    8.268350  311.635633
15723   70.962444    8.928640  317.810532
15724   70.887567    9.333843  318.179558
15725   70.839918    9.537458  319.408221
15726   70.849890    9.488799  316.697468
15727   70.954609    9.066984  317.913572
15728   70.921674    9.241187  322.651699
15729   70.907549    9.372488  324.729318
15730   71.121852    8.604056  325.271276
15731   71.126541    8.751480  325.687241
15732   70.978073    9.600565  321.846277
15733   70.811069   10.624531  322.229082
15734   70.667157   11.692031  322.354514
15735   70.212886   14.399168  323.849439
15736   69.438284   17.542827  324.080327
15737   68.874411   19.700795  324.220276
15738   68.539005   20.920725  322.877465
15739   68.004257   22.290282  317.281267
15740   67.835523   22.729483  314.789605
15741   68.209041   21.946525  315.038054
15742   68.549711   21.227704  313.546603
15743   68.257337   21.888643  315.704097
15744   68.190512   22.090290  313.886486
15745   67.774359   23.079260  309.696001
15746   67.629073   23.529289  309.284260
15747   67.186906   24.678830  307.483134
15748   65.819787   27.890412  308.707818
15749   65.078324   30.058605  311.535212
15750   64.280982   31.887043  313.228838
15751   64.027710   32.616585  310.437384
15752   63.565055   33.406435  308.473604
15753   63.384178   33.690784  305.025714
15754   63.501104   33.514265  303.903960
15755   63.157357   33.948541  305.186217
15756   62.088674   35.367406  311.243814
15757   60.124353   38.004993  317.799653
15758   57.132609   42.006448  321.331993
15759   55.177892   44.786466  319.644063
15760   54.062378   46.409839  317.428334
15761   53.671499   47.067825  314.869246
15762   53.402233   47.433440  312.209870
15763   52.918450   47.906805  312.005827
15764   51.901497   48.835547  308.856657
15765   50.492845   50.116461  308.616905
15766   49.006305   51.471383  310.832688
15767   46.647184   53.622789  313.918606
15768   44.971869   55.212127  316.896370
15769   44.460886   55.872101  317.794244
15770   44.451102   56.053645  317.012264
15771   44.369305   56.173766  311.948192
15772   44.648606   56.021285  307.314912
15773   45.492680   55.503969  304.287037
15774   45.496618   55.493681  303.081978
15775   44.838987   55.887881  304.743577
15776   44.308310   56.207667  309.743190
15777   44.089872   56.339898  310.025926
15778   43.701373   56.577820  310.320135
15779   43.571358   56.659908  308.227307
15780   42.876850   57.087551  306.886529
15781   42.100645   57.566914  308.712707
15782   41.399460   58.003169  310.379644
15783   39.598959   59.112895  308.352190
15784   36.711847   60.941291  303.166324
15785   32.951436   62.942180  299.987762
15786   29.659075   64.533664  300.442369
15787   27.160690   65.644136  301.390353
15788   24.426689   66.723742  299.685554
15789   21.465253   67.806909  300.588403
15790   20.051359   68.446088  299.505580
15791   19.737668   68.724510  296.841699
15792   20.114383   68.769378  296.097839
15793   21.093692   68.652646  299.105347
15794   22.304755   68.470839  300.564373
15795   22.835646   68.387205  303.032590
15796   22.401728   68.455869  309.319649
15797   21.000715   68.681066  309.822992
15798   19.216047   68.973554  310.961182
15799   18.108705   69.169485  311.972724
15800   16.328736   69.481410  315.766756
15801   14.326715   69.842895  317.157148
15802   12.889852   70.137036  314.925647
15803   10.481483   70.615176  316.506185
15804    8.843360   71.011844  316.726145
15805    7.593223   71.248171  315.931245
15806    6.527489   71.353153  317.379111
15807    5.587291   71.379801  316.795370
15808    5.552209   71.404594  317.452443
15809    4.708827   71.383248  320.499196
15810    4.328722   71.383929  319.390018
15811    5.083940   71.442688  320.154562
15812    5.106705   71.486559  320.613309
15813    3.736304   71.493232  318.644907
15814    0.811793   71.463283  313.205644
15815   -2.351076   71.472948  310.119747
15816   -4.365257   71.548361  308.294795
15817   -6.233734   71.422189  307.876724
15818   -7.607052   71.246919  306.519669
15819   -8.034371   71.205514  308.116115
15820   -8.332181   71.152407  310.894941
15821   -8.887526   71.024277  310.414911
15822  -10.057555   70.749788  310.569696
15823  -12.767728   70.111413  312.562047
15824  -16.547354   69.240869  314.177008
15825  -19.675054   68.469249  313.788118
15826  -22.161097   67.716507  312.972970
15827  -23.927935   67.080755  317.204615
15828  -25.963754   66.185032  319.344091
15829  -27.945108   65.239618  317.783712
15830  -31.416128   63.552603  318.769363
15831  -34.128857   62.245183  320.960335
15832  -35.902761   61.346942  318.893569
15833  -37.002038   60.715040  320.393543
15834  -38.577465   59.585352  322.088689
15835  -40.774216   57.908444  322.375463
15836  -44.152269   55.292991  319.326696
15837  -46.850749   53.188616  319.188141
15838  -48.910873   51.454365  319.870595
15839  -50.241429   50.263131  316.152791
15840  -50.926189   49.624462  310.920020
15841  -51.513211   49.019903  308.482473
15842  -53.350435   47.052806  310.313706
15843  -55.296800   44.786130  314.220936
15844  -56.373271   43.629796  314.660644
15845  -57.419302   42.250622  311.179366
15846  -58.251592   41.051979  310.098144
15847  -58.848098   40.159302  308.787682
15848  -59.410534   39.301581  306.121680
15849  -59.711802   38.887899  306.326439
15850  -61.006977   36.938757  304.997272
15851  -62.519742   34.247926  305.294106
15852  -63.374788   32.866481  308.059450
15853  -64.097540   31.413925  309.697387
15854  -64.417044   30.784933  312.201169
15855  -64.325913   31.136266  311.288183
15856  -64.143919   31.684952  308.099195
15857  -64.265736   31.404385  304.516333
15858  -64.485163   30.885901  304.751048
15859  -64.400137   31.245684  305.637053
15860  -64.700972   30.614550  308.949920
15861  -65.086466   29.837540  307.274938
15862  -65.825616   28.211779  306.137217
15863  -66.818025   26.157660  306.847391
15864  -67.659623   24.086254  306.383871
15865  -68.189941   22.702199  308.740665
15866  -68.618024   20.984508  305.993557
15867  -68.964345   19.214595  304.319896
15868  -69.228992   17.706728  305.472702
15869  -69.595346   15.477297  311.256472
15870  -70.268686   11.410820  318.954369
15871  -70.816654    7.622396  321.950387
15872  -71.159842    4.691670  323.156993
15873  -71.331570    2.147233  328.011437
15874  -71.380739   -0.890272  339.895703
15875  -71.396253   -4.380983  356.275000
15876  -71.382393   -6.976972  368.496257
15877  -71.413802   -8.299763  375.274074
15878  -71.465018   -8.773774  380.646257
15879  -71.277159   -9.799754  381.999378
15880  -71.150464  -10.376097  382.104429
15881  -70.931581  -11.267997  382.312937
15882  -70.620255  -12.539911  381.967980
15883  -70.087419  -14.748458  384.475376
15884  -69.246124  -18.180141  386.417607
15885  -68.905370  -20.192850  384.593527
15886  -68.890744  -21.006556  381.784007
15887  -68.628908  -21.966909  381.336114
15888  -68.266307  -22.912452  379.417007
15889  -67.730279  -24.119059  379.572054
15890  -67.526657  -24.569521  383.740190
15891  -67.100024  -25.498070  385.877640
15892  -66.194189  -27.473739  389.051510
15893  -65.222790  -29.613221  388.160802
15894  -63.994128  -32.287281  380.340301
15895  -63.647692  -33.501565  373.633409
15896  -63.345031  -34.357395  371.343986
15897  -63.308666  -34.632244  373.586089
15898  -63.425790  -34.575688  373.992834
15899  -63.827277  -34.079274  376.969028
15900  -63.902976  -34.021909  379.171379
15901  -63.641603  -34.444039  382.579797
15902  -62.665694  -35.878343  388.388290
15903  -61.588847  -37.498996  389.139379
15904  -59.532200  -40.543571  392.988748
15905  -57.949560  -42.951001  393.607553
15906  -56.750186  -44.658346  391.968612
15907  -55.764553  -45.890681  389.477995
15908  -55.333603  -46.446457  382.891624
15909  -54.438241  -47.354489  377.659801
15910  -53.520539  -48.268093  375.544062
15911  -52.063399  -49.698750  376.144146
15912  -50.357492  -51.402547  381.867293
15913  -48.814790  -53.072505  387.328741
15914  -47.093400  -54.645808  391.161889
15915  -45.650591  -55.830067  390.523545
15916  -45.093980  -56.321335  387.868141
15917  -45.639357  -56.057895  385.371323
15918  -45.716697  -56.046420  379.974024
15919  -45.008959  -56.510317  375.850604
15920  -42.794961  -57.906123  377.203141
15921  -40.956829  -59.098088  377.363233
15922  -38.256243  -60.892377  380.016841
15923  -35.160749  -62.663409  388.240449
15924  -33.442995  -63.681882  393.839464
15925  -32.304726  -64.293911  395.358977
15926  -32.055545  -64.462559  395.196726
15927  -32.391538  -64.358159  392.297602
15928  -33.179352  -64.065080  388.945676
15929  -33.717297  -63.857695  385.224394
15930  -33.344370  -63.984690  384.105880
15931  -32.004446  -64.468022  384.786968
15932  -30.140893  -65.144733  387.872918
15933  -27.581136  -66.076744  387.720270
15934  -24.789343  -67.092958  382.958776
15935  -22.067267  -68.123046  380.593848
15936  -18.799169  -69.049228  381.137446
15937  -16.212449  -69.673951  387.534869
15938  -13.965084  -70.105511  392.100643
15939   -9.753853  -70.741905  390.883470
15940   -6.657581  -71.258608  393.022108
15941   -4.974922  -71.588934  395.465950
15942   -2.977393  -71.716042  397.446995
15943   -1.747435  -71.763591  396.789237
15944   -1.162917  -71.788218  394.046053
15945    0.035085  -71.776499  391.564185
15946    1.196691  -71.778382  388.868630
15947    3.679483  -71.761068  386.470059
15948    5.809341  -71.742218  384.289871
15949    7.534022  -71.651146  378.539837
15950    8.544939  -71.595964  375.257903
15951    8.245352  -71.780229  377.634159
15952    8.710268  -71.750485  377.390822
15953    9.431467  -71.665847  377.005456
15954   11.583232  -71.266552  379.043258
15955   14.632493  -70.725408  377.060587
15956   16.964940  -70.325501  376.602855
15957   19.252348  -69.679025  378.712697
15958   21.104975  -69.028774  384.455682
15959   21.432184  -68.964078  386.419593
15960   21.746284  -68.846861  382.590746
15961   21.788021  -68.836201  380.128349
15962   22.854052  -68.350386  383.599080
15963   24.689435  -67.517168  383.672125
15964   26.029944  -66.928132  384.957434
15965   26.937012  -66.558880  384.978191
15966   27.690248  -66.285241  381.523010
15967   28.078192  -66.213850  382.358054
15968   29.785256  -65.618667  380.439155
15969   32.151679  -64.469052  380.449703
15970   33.635484  -63.765104  384.106199
15971   34.673812  -63.213957  383.544174
15972   34.906010  -63.142386  384.678217
15973   35.471032  -62.773493  383.336542
15974   35.372789  -62.871323  377.347515
15975   35.084611  -63.111196  374.446717
15976   35.429722  -62.903783  372.365316
15977   36.840609  -61.941610  369.971625
15978   39.337245  -60.218865  369.225466
15979   41.942472  -58.513169  370.464075
15980   44.490839  -56.555095  371.980042
15981   46.494217  -54.841371  374.236172
15982   47.912174  -53.513618  375.973350
15983   48.559138  -52.878846  378.672379
15984   49.211622  -52.166665  385.177867
15985   50.944025  -50.249638  388.278149
15986   53.502317  -47.451213  384.884231
15987   55.865662  -44.671849  384.332739
15988   57.984540  -41.859221  386.644219
15989   60.038409  -38.813978  389.995389
15990   62.263227  -35.280997  390.726755
15991   63.886117  -32.650193  390.074142
15992   65.089961  -30.466773  384.962891
15993   65.810407  -29.171387  378.876264
15994   66.512324  -27.754467  373.337977
15995   67.456710  -25.739084  371.421495
15996   68.138185  -24.427249  370.260879
15997   68.574867  -23.441668  370.990017
15998   68.838763  -22.631940  373.470195
15999   69.149285  -20.971148  379.881868
16000   69.323836  -19.914206  386.100226
16001   69.248506  -20.357424  386.494999
16002   69.177050  -20.750119  385.683487
16003   69.178550  -20.676458  383.636451
16004   69.135229  -20.895417  384.099732
16005   69.198467  -20.428019  387.990610
16006   69.415962  -18.957462  390.212186
16007   69.706411  -16.993731  389.597664
16008   70.070240  -14.520031  385.037316
16009   70.700692  -10.252643  375.740141
16010   71.221247   -6.972908  368.976093
16011   71.503844   -3.921665  364.942046
16012   71.596998   -1.064567  364.646839
16013   71.602116    1.025883  366.184793
16014   71.481996    4.419774  366.371065
16015   71.490867    6.610051  367.338648
16016   71.484787    7.973721  369.716578
16017   71.623817    8.067087  371.083787
16018   71.691320    8.057409  370.839009
16019   71.472233    9.037880  371.254485
16020   71.367771    9.479923  367.777002
16021   71.459603    9.109791  366.050019
16022   71.290191    9.839462  363.599629
16023   70.901974   11.506061  363.048670
16024   70.638511   12.702811  363.669972
16025   70.285718   14.322776  365.780833
16026   69.968099   15.871092  368.650550
16027   69.450914   18.276565  374.568779
16028   69.439734   19.315121  375.064334
16029   69.466245   19.877078  375.685893
16030   69.419479   20.291137  379.044185
16031   69.110697   21.086851  380.751729
16032   69.191682   20.954636  386.329143
16033   69.421094   20.472207  388.860998
16034   69.617918   20.059486  384.551366
16035   69.574616   20.177511  381.483160
16036   69.486560   20.412259  380.628661
16037   68.961983   21.613512  382.858378
16038   68.351008   23.034498  381.028954
16039   67.858035   24.246451  381.142669
16040   67.679054   24.844443  382.243891
16041   67.065356   26.466964  381.525178
16042   66.176738   28.854384  381.811281
16043   65.441550   30.780939  379.942819
16044   65.030838   31.904300  377.924318
16045   64.707190   32.630570  377.162593
16046   63.915414   33.831172  379.444416
16047   63.389246   34.587412  380.659097
16048   63.321020   34.688069  381.961958
16049   62.984574   35.153983  386.627721
